video_id,content_type,target_query,transcript_kind,clip_index,t_start,t_end,duration_sec,label,boundary_quality,whisper_first_word,whisper_last_word,start_precision_ms,end_precision_ms,starts_mid_word,ends_mid_sentence,starts_on_filler,is_usable,error
IHZwWFHWa-w,lecture,gradient descent,manual,1,12.84,61.48,48.64,Weighted Sum Digit,heuristic-strong,The,bias.,179.99999999999972,880.0000000000025,False,False,False,False,
IHZwWFHWa-w,lecture,gradient descent,manual,2,428.712,473.344,44.632000000000005,,whisper-word,instead,is.,60.000000000002274,7.999999999981355,False,False,False,True,
IHZwWFHWa-w,lecture,gradient descent,manual,3,442.272,465.824,23.55200000000002,Negative Gradient Slope Over,whisper-word,And,quickly.,19.99999999998181,112.00000000002319,False,False,False,True,
IHZwWFHWa-w,lecture,gradient descent,manual,4,442.272,480.132,37.860000000000014,,whisper-word,And,topic.,79.99999999998408,0.0,False,False,False,True,
IHZwWFHWa-w,lecture,gradient descent,manual,5,679.168,722.124,42.95600000000002,Network Doing Changes Matter,whisper-word,a,direction.,220.00000000002728,43.99999999998272,True,False,False,False,
IHZwWFHWa-w,lecture,gradient descent,manual,6,893.76,913.81,20.049999999999955,Properly Labeled,sentence,It,image.,299.9999999999545,229.9999999999045,False,False,False,True,
IHZwWFHWa-w,lecture,gradient descent,manual,7,1101.44,1132.1,30.659999999999854,These Networks Year,whisper-word,"Basically,",that.,59.99999999994543,39.99999999996362,True,False,True,False,
d4EgbgTm0Bg,lecture,quaternions,manual,1,21.852,43.652,21.8,Four Dimensional,whisper-word,are,mechanics.,30.000000000001137,70.00000000000028,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,2,130.724,174.98,44.256,,whisper-word,It's,mechanics.,20.000000000010232,735.99999999999,False,False,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,3,169.236,205.26,36.024,,whisper-word,The,elsewhere.,99.99999999999432,36.000000000001364,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,4,169.236,214.612,45.376000000000005,,whisper-word,The,multiplication.,99.99999999999432,36.000000000001364,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,5,175.188,214.612,39.42400000000001,,whisper-word,see,multiplication.,20.000000000010232,44.00000000001114,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,6,235.432,264.532,29.099999999999994,Times Equals,whisper-word,structure,numbers.,0.0,19.99999999998181,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,7,440.148,460.624,20.476,Projected Points,whisper-word,in,space.,399.99999999997726,24.00000000000091,True,False,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,8,678.228,711.288,33.06000000000006,Real Number,whisper-word,the,direction.,0.0,39.99999999996362,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,9,893.076,927.596,34.51999999999998,Felix Sees,whisper-word,more,Felix.,0.0,19.99999999998181,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,10,1072.696,1125.44,52.74400000000014,Quaternion Multiplication Imaginary,whisper-word,of,products.,19.99999999998181,64.00000000007822,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,11,1291.76,1345.94,54.180000000000064,Passing Through Represents,heuristic-strong,The,"picture,",19.99999999998181,340.0000000001455,False,True,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,12,1601.292,1638.352,37.06000000000017,Gets Rotated,whisper-word,projection,left.,299.9999999999545,10.000000000218279,True,False,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,13,1808.116,1834.34,26.223999999999933,Left Hand Acting,whisper-word,either,dimensions.,0.0,23.999999999887223,False,False,False,True,
b7FxPsqfkOY,lecture,complex numbers,manual,1,17.424,51.632,34.208,Varying Signs Topic Squared,whisper-word,for,other.,19.999999999999574,51.9999999999996,False,False,False,True,
b7FxPsqfkOY,lecture,complex numbers,manual,2,194.9,219.912,25.012,Output Space,whisper-word,"example,",options.,0.0,27.999999999991587,False,False,False,True,
b7FxPsqfkOY,lecture,complex numbers,manual,3,449.36,470.57,21.20999999999998,Through Every Boundary,sentence,"also,",dimensions?,180.00000000000682,169.99999999995907,True,False,False,False,
b7FxPsqfkOY,lecture,complex numbers,manual,4,1004.7,1044.116,39.41599999999994,Winding Numbers,whisper-word,so,paths.,320.00000000005,46.00000000004911,True,False,True,False,
b7FxPsqfkOY,lecture,complex numbers,manual,5,1205.164,1227.868,22.70399999999995,Winding Number,whisper-word,once,so,19.99999999998181,26.000000000067303,False,True,False,False,
b7FxPsqfkOY,lecture,complex numbers,manual,6,1205.164,1234.32,29.15599999999995,,whisper-word,once,five.,39.99999999996362,15.999999999849024,False,False,False,True,
b7FxPsqfkOY,lecture,complex numbers,manual,7,1213.736,1234.32,20.583999999999833,,whisper-word,I,five.,0.0,43.99999999986903,False,False,False,True,
b7FxPsqfkOY,lecture,complex numbers,manual,8,1291.644,1319.588,27.94399999999996,,whisper-word,complex,loop.,0.0,3.9999999999054126,False,False,False,True,
UF8uR6Z6KLc,speech,stay hungry stay foolish,manual,1,7.6,31.792,24.192,Never Graduated College Out,whisper-word,program,world.,19.999999999999574,18.000000000000682,False,False,False,True,
UF8uR6Z6KLc,speech,stay hungry stay foolish,manual,2,451.42,469.95,18.529999999999973,Only Truly,sentence,five,remarkable,9.999999999990905,10.000000000047748,False,True,False,False,
UF8uR6Z6KLc,speech,stay hungry stay foolish,manual,3,642.91,663.56,20.649999999999977,Whole Earth Means,sentence,It,Later,179.99999999994998,80.00000000004093,False,True,False,False,
UF8uR6Z6KLc,speech,stay hungry stay foolish,manual,4,837.884,871.94,34.05600000000004,Stay Hungry,whisper-word,the,much.,0.0,3.9999999999054126,False,False,False,True,
UF8uR6Z6KLc,speech,stay hungry stay foolish,manual,5,837.884,858.324,20.43999999999994,,whisper-word,the,foolish.,0.0,20.000000000095497,False,False,False,True,
UF8uR6Z6KLc,speech,stay hungry stay foolish,manual,6,837.884,863.136,25.251999999999953,,whisper-word,the,"now,",0.0,8.000000000038199,False,True,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,1,181.872,202.708,20.835999999999984,Work Education,whisper-word,you,status.,0.0,44.00000000001114,False,False,False,True,
iG9CE55wbtY,speech,creativity in schools,manual,2,181.872,204.68,22.807999999999993,,whisper-word,you,you.,20.000000000010232,7.999999999981355,False,False,False,True,
iG9CE55wbtY,speech,creativity in schools,manual,3,181.872,211.712,29.839999999999975,,whisper-word,you,much.,0.0,9.999999999990905,False,False,False,True,
iG9CE55wbtY,speech,creativity in schools,manual,4,181.872,215.84,33.96799999999999,,whisper-word,you,left.,20.000000000010232,2.0000000000095497,False,False,False,True,
iG9CE55wbtY,speech,creativity in schools,manual,5,345.444,395.684,50.24000000000001,Boy Said Drawing Wrong,whisper-word,I,this?,519.9999999999818,800.0000000000114,True,False,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,6,504.23,558.84,54.610000000000014,You'd Conclude Every,heuristic-strong,was,the,860.0000000000136,49.999999999954525,True,True,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,7,704.958,756.092,51.134000000000015,View Intelligence Process,whisper-word,Don't,population.,39.99999999996362,14.000000000010004,False,False,False,True,
iG9CE55wbtY,speech,creativity in schools,manual,8,827.292,850.544,23.251999999999953,Room She's Gillian,whisper-word,brain,a,9.999999999990905,221.99999999998,False,True,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,9,1044.896,1066.064,21.16800000000012,Royal Ballet,whisper-word,a,think...,19.99999999998181,31.99999999992542,False,False,False,True,
iCvmsMzlF7o,speech,vulnerability shame,manual,1,295.752,334.356,38.603999999999985,,whisper-word,things,seen.,0.0,26.00000000001046,False,False,False,True,
iCvmsMzlF7o,speech,vulnerability shame,manual,2,298.99,353.58,54.589999999999975,,llm-rerank,who,it.,100.00000000002274,599.9999999999659,False,False,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,3,309.3,334.356,25.055999999999983,Strong Sense Enough,whisper-word,underpinned,seen.,0.0,4.000000000019099,False,False,False,True,
iCvmsMzlF7o,speech,vulnerability shame,manual,4,309.3,334.356,25.055999999999983,,whisper-word,underpinned,seen.,0.0,4.000000000019099,False,False,False,True,
iCvmsMzlF7o,speech,vulnerability shame,manual,5,553.822,596.102,42.27999999999997,Control Predict Courage Willingness,whisper-word,had,they,19.99999999998181,2559.9999999999454,False,True,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,6,851.13,871.38,20.25,Said Therapist Breakdown,heuristic-strong,the,vulnerability.,159.99999999996817,570.00000000005,False,False,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,7,958.74,1005.332,46.591999999999985,Numb Perfect Look,whisper-word,"vulnerability,",muffin.,0.0,32.00000000003911,False,False,False,True,
iCvmsMzlF7o,speech,vulnerability shame,manual,8,1145.672,1193.504,47.83199999999988,We're Kinder Seen,whisper-word,there's,enough.,0.0,21.999999999934516,False,False,False,True,
8KkKuTCFvzI,speech,good life relationships,manual,1,61.092,95.46,34.367999999999995,We've Tracked Asking Most,whisper-word,given,creative.,20.000000000003126,47.99999999998761,False,False,False,True,
8KkKuTCFvzI,speech,good life relationships,manual,2,370.644,392.24,21.596000000000004,These Lives Lonely,whisper-word,clearest,kills.,0.0,16.000000000019554,False,False,False,True,
8KkKuTCFvzI,speech,good life relationships,manual,3,370.644,406.956,36.31200000000001,,whisper-word,clearest,connected.,0.0,52.00000000002092,False,False,False,True,
8KkKuTCFvzI,speech,good life relationships,manual,4,503.708,553.06,49.35199999999992,Count Other Relationships,whisper-word,how,brains.,139.99999999998636,11.999999999943611,True,False,False,False,
8KkKuTCFvzI,speech,good life relationships,manual,5,651.808,678.658,26.850000000000023,You're You're Might,whisper-word,like,community.,19.99999999998181,9.999999999990905,False,False,True,False,
